date,provider,account_id,service,resource_id,resource_name,resource_type,region,availability_zone,environment,team,project,instance_type,usage_hours,avg_cpu_utilization,storage_gb,usage_quantity,usage_unit,currency,list_cost,discount,cost,billing_period_start,billing_period_end,tags
2026-06-09,AWS,aws-prod-001,S3,s3-prod-assets,Production Assets Bucket,storage,us-east-1,,production,Platform,Customer Portal,,0.0,,2500,0.83,GB-month,USD,0.93,0.1,0.83,2026-06-01,2026-06-30,team=Platform;project=Customer Portal;environment=production
2026-06-09,AWS,aws-staging-002,EC2,i-staging-test,Staging Test Instance,compute,us-east-1,us-east-1a,staging,Platform,Customer Portal,m5.large,24.0,3.0,,24.0,hours,USD,2.28,0.24,2.04,2026-06-01,2026-06-30,team=Platform;project=Customer Portal;environment=staging
2026-06-09,AWS,aws-prod-001,EC2,i-old-batch-job,Legacy Batch Processor,compute,us-west-2,us-west-2a,production,Analytics,Data Pipeline,c5.4xlarge,24.0,0.6,,24.0,hours,USD,18.12,1.94,16.18,2026-06-01,2026-06-30,team=Analytics;project=Data Pipeline;environment=production
2026-06-09,AWS,aws-prod-001,RDS,db-legacy-archive,Legacy Archive DB,database,us-east-1,,production,Analytics,Data Pipeline,db.t3.medium,0.0,2.9,,1.76,requests,USD,1.97,0.21,1.76,2026-06-01,2026-06-30,team=Analytics;project=Data Pipeline;environment=production
2026-06-09,AWS,aws-prod-001,EC2,i-analytics-01,Analytics Server,compute,us-west-2,us-west-2a,production,Analytics,Customer Analytics,m5.2xlarge,23.2,26.3,,23.2,hours,USD,9.48,1.02,8.46,2026-06-01,2026-06-30,team=Analytics;project=Customer Analytics;environment=production
2026-06-09,AWS,aws-prod-001,RDS,db-reporting,Reporting Database,database,us-east-1,,production,Analytics,Customer Analytics,db.m5.large,0.0,17.1,,3.95,requests,USD,4.42,0.47,3.95,2026-06-01,2026-06-30,team=Analytics;project=Customer Analytics;environment=production
2026-06-09,AWS,aws-dev-003,EC2,i-dev-sandbox,Developer Sandbox,compute,us-east-1,us-east-1a,development,Platform,Customer Portal,t3.medium,24.0,16.2,,24.0,hours,USD,1.08,0.12,0.96,2026-06-01,2026-06-30,team=Platform;project=Customer Portal;environment=development
2026-06-09,AWS,aws-dev-003,EC2,i-dev-ml-test,ML Dev Testing Node,compute,us-west-2,us-west-2a,development,ML,AI Platform,m5.xlarge,24.0,9.3,,24.0,hours,USD,4.77,0.51,4.26,2026-06-01,2026-06-30,team=ML;project=AI Platform;environment=development
2026-06-09,AWS,aws-prod-001,S3,s3-backups,Backup Storage Bucket,storage,us-east-1,,production,Platform,Customer Portal,,0.0,,1800,3.42,GB-month,USD,3.83,0.41,3.42,2026-06-01,2026-06-30,team=Platform;project=Customer Portal;environment=production
2026-06-09,AWS,aws-prod-001,S3,s3-logs-archive,Log Archive Bucket,storage,us-east-1,,production,Platform,Customer Portal,,0.0,,900,0.42,GB-month,USD,0.47,0.05,0.42,2026-06-01,2026-06-30,team=Platform;project=Customer Portal;environment=production
2026-06-09,AWS,aws-prod-001,Lambda,lambda-image-proc,Image Processing Lambda,serverless,us-east-1,,production,Platform,Customer Portal,,0.0,,,0.33,requests,USD,0.37,0.04,0.33,2026-06-01,2026-06-30,team=Platform;project=Customer Portal;environment=production
2026-06-09,AWS,aws-prod-001,Lambda,lambda-nightly-etl,Nightly ETL Lambda,serverless,us-east-1,,production,Analytics,Data Pipeline,,0.0,,,0.55,requests,USD,0.62,0.07,0.55,2026-06-01,2026-06-30,team=Analytics;project=Data Pipeline;environment=production
2026-06-09,AWS,aws-prod-001,EC2,i-untagged-01,Untagged Server A,compute,us-east-1,us-east-1a,,,,m5.large,19.5,44.4,,19.5,hours,USD,3.56,0.38,3.18,2026-06-01,2026-06-30,
2026-06-09,AWS,aws-dev-003,EC2,i-untagged-02,Untagged Server B,compute,us-west-2,us-west-2a,,,,t3.medium,10.3,37.3,,10.3,hours,USD,1.09,0.12,0.97,2026-06-01,2026-06-30,
2026-06-09,Azure,azure-prod-sub,VirtualMachines,vm-prod-api,Azure API VM,compute,eastus,,production,Platform,Customer Portal,Standard_D4s_v3,20.0,64.1,,20.0,hours,USD,5.91,0.63,5.28,2026-06-01,2026-06-30,team=Platform;project=Customer Portal;environment=production
2026-06-09,Azure,azure-prod-sub,SQLDatabase,sql-prod-main,Azure SQL Production,database,eastus,,production,Platform,Customer Portal,,0.0,60.0,,5.77,requests,USD,6.46,0.69,5.77,2026-06-01,2026-06-30,team=Platform;project=Customer Portal;environment=production
2026-06-09,Azure,azure-prod-sub,BlobStorage,blob-prod-data,Production Blob Storage,storage,westeurope,,production,Analytics,Customer Analytics,,0.0,,3000,1.14,GB-month,USD,1.28,0.14,1.14,2026-06-01,2026-06-30,team=Analytics;project=Customer Analytics;environment=production
2026-06-09,Azure,azure-dev-sub,VirtualMachines,vm-staging-old,Old Staging VM,compute,eastus,,staging,DevOps,Infrastructure,Standard_D8s_v3,24.0,1.5,,24.0,hours,USD,11.64,1.25,10.39,2026-06-01,2026-06-30,team=DevOps;project=Infrastructure;environment=staging
2026-06-09,Azure,azure-dev-sub,VirtualMachines,vm-dev-build,Build Server,compute,westeurope,,development,DevOps,Infrastructure,Standard_D2s_v3,24.0,9.6,,24.0,hours,USD,2.98,0.32,2.66,2026-06-01,2026-06-30,team=DevOps;project=Infrastructure;environment=development
2026-06-09,Azure,azure-prod-sub,VirtualMachines,vm-sec-scan,Security Scanner,compute,eastus,,production,Security,Compliance,Standard_D4s_v3,22.8,23.4,,22.8,hours,USD,5.44,0.58,4.86,2026-06-01,2026-06-30,team=Security;project=Compliance;environment=production
2026-06-09,GCP,gcp-ml-project,Compute Engine,gce-ml-train-01,ML Training Node,compute,us-central1,,production,ML,AI Platform,n2-standard-8,21.0,49.9,,21.0,hours,USD,11.03,1.18,9.85,2026-06-01,2026-06-30,team=ML;project=AI Platform;environment=production
2026-06-09,GCP,gcp-ml-project,Compute Engine,gce-ml-train-02,ML Training Node 2,compute,europe-west1,,production,ML,AI Platform,n2-standard-8,23.6,23.8,,23.6,hours,USD,10.91,1.17,9.74,2026-06-01,2026-06-30,team=ML;project=AI Platform;environment=production
2026-06-09,GCP,gcp-ml-project,Cloud Storage,gcs-ml-datasets,ML Dataset Bucket,storage,us-central1,,production,ML,AI Platform,,0.0,,5000,1.74,GB-month,USD,1.95,0.21,1.74,2026-06-01,2026-06-30,team=ML;project=AI Platform;environment=production
2026-06-09,GCP,gcp-prod-project,BigQuery,bq-analytics,BigQuery Analytics,database,us-central1,,production,Analytics,Customer Analytics,,0.0,55.4,,2.65,requests,USD,2.97,0.32,2.65,2026-06-01,2026-06-30,team=Analytics;project=Customer Analytics;environment=production
2026-06-09,GCP,gcp-prod-project,Compute Engine,gce-dev-old-01,Old Dev Instance,compute,asia-east1,,development,ML,AI Platform,n2-standard-4,24.0,3.9,,24.0,hours,USD,5.43,0.58,4.85,2026-06-01,2026-06-30,team=ML;project=AI Platform;environment=development
2026-06-09,GCP,gcp-prod-project,Compute Engine,gce-low-util-api,Low Util API Server,compute,europe-west1,,staging,Platform,Customer Portal,n2-standard-4,24.0,11.9,,24.0,hours,USD,5.64,0.6,5.04,2026-06-01,2026-06-30,team=Platform;project=Customer Portal;environment=staging
2026-06-09,AWS,aws-prod-001,EC2,i-apac-prod-01,APAC Production Server,compute,ap-southeast-1,ap-southeast-1a,production,Platform,Customer Portal,m5.xlarge,20.4,48.1,,20.4,hours,USD,6.24,0.67,5.57,2026-06-01,2026-06-30,team=Platform;project=Customer Portal;environment=production
2026-06-10,AWS,aws-prod-001,EC2,i-prod-web-01,Production Web Server 1,compute,us-east-1,us-east-1a,production,Platform,Customer Portal,m5.large,22.6,71.6,,22.6,hours,USD,2.56,0.27,2.29,2026-06-01,2026-06-30,team=Platform;project=Customer Portal;environment=production
2026-06-10,AWS,aws-prod-001,EC2,i-prod-web-02,Production Web Server 2,compute,us-east-1,us-east-1a,production,Platform,Customer Portal,m5.large,22.8,46.9,,22.8,hours,USD,2.58,0.28,2.3,2026-06-01,2026-06-30,team=Platform;project=Customer Portal;environment=production
2026-06-10,AWS,aws-prod-001,EC2,i-prod-api-01,API Gateway Server,compute,us-east-1,us-east-1a,production,Platform,Customer Portal,m5.xlarge,20.6,48.2,,20.6,hours,USD,5.06,0.54,4.52,2026-06-01,2026-06-30,team=Platform;project=Customer Portal;environment=production
2026-06-10,AWS,aws-prod-001,RDS,db-prod-main,Primary Production DB,database,us-east-1,,production,Platform,Customer Portal,db.r5.xlarge,0.0,68.6,,6.5,requests,USD,7.28,0.78,6.5,2026-06-01,2026-06-30,team=Platform;project=Customer Portal;environment=production
2026-06-10,AWS,aws-prod-001,S3,s3-prod-assets,Production Assets Bucket,storage,us-east-1,,production,Platform,Customer Portal,,0.0,,2500,0.87,GB-month,USD,0.97,0.1,0.87,2026-06-01,2026-06-30,team=Platform;project=Customer Portal;environment=production
2026-06-10,AWS,aws-staging-002,EC2,i-staging-test,Staging Test Instance,compute,us-east-1,us-east-1a,staging,Platform,Customer Portal,m5.large,24.0,2.9,,24.0,hours,USD,2.49,0.27,2.22,2026-06-01,2026-06-30,team=Platform;project=Customer Portal;environment=staging
2026-06-10,AWS,aws-prod-001,EC2,i-old-batch-job,Legacy Batch Processor,compute,us-west-2,us-west-2a,production,Analytics,Data Pipeline,c5.4xlarge,24.0,3.2,,24.0,hours,USD,19.16,2.05,17.11,2026-06-01,2026-06-30,team=Analytics;project=Data Pipeline;environment=production
2026-06-10,AWS,aws-prod-001,RDS,db-legacy-archive,Legacy Archive DB,database,us-east-1,,production,Analytics,Data Pipeline,db.t3.medium,0.0,3.1,,2.01,requests,USD,2.25,0.24,2.01,2026-06-01,2026-06-30,team=Analytics;project=Data Pipeline;environment=production
2026-06-10,AWS,aws-prod-001,EC2,i-analytics-01,Analytics Server,compute,us-west-2,us-west-2a,production,Analytics,Customer Analytics,m5.2xlarge,22.8,18.4,,22.8,hours,USD,9.54,1.02,8.52,2026-06-01,2026-06-30,team=Analytics;project=Customer Analytics;environment=production
2026-06-10,AWS,aws-prod-001,RDS,db-reporting,Reporting Database,database,us-east-1,,production,Analytics,Customer Analytics,db.m5.large,0.0,15.5,,3.84,requests,USD,4.3,0.46,3.84,2026-06-01,2026-06-30,team=Analytics;project=Customer Analytics;environment=production
2026-06-10,AWS,aws-dev-003,EC2,i-dev-sandbox,Developer Sandbox,compute,us-east-1,us-east-1a,development,Platform,Customer Portal,t3.medium,24.0,13.6,,24.0,hours,USD,0.99,0.11,0.88,2026-06-01,2026-06-30,team=Platform;project=Customer Portal;environment=development
2026-06-10,AWS,aws-dev-003,EC2,i-dev-ml-test,ML Dev Testing Node,compute,us-west-2,us-west-2a,development,ML,AI Platform,m5.xlarge,24.0,15.9,,24.0,hours,USD,4.64,0.5,4.14,2026-06-01,2026-06-30,team=ML;project=AI Platform;environment=development
2026-06-10,AWS,aws-prod-001,S3,s3-backups,Backup Storage Bucket,storage,us-east-1,,production,Platform,Customer Portal,,0.0,,1800,3.63,GB-month,USD,4.07,0.44,3.63,2026-06-01,2026-06-30,team=Platform;project=Customer Portal;environment=production
2026-06-10,AWS,aws-prod-001,S3,s3-logs-archive,Log Archive Bucket,storage,us-east-1,,production,Platform,Customer Portal,,0.0,,900,0.43,GB-month,USD,0.48,0.05,0.43,2026-06-01,2026-06-30,team=Platform;project=Customer Portal;environment=production
2026-06-10,AWS,aws-prod-001,Lambda,lambda-image-proc,Image Processing Lambda,serverless,us-east-1,,production,Platform,Customer Portal,,0.0,,,0.33,requests,USD,0.37,0.04,0.33,2026-06-01,2026-06-30,team=Platform;project=Customer Portal;environment=production
2026-06-10,AWS,aws-prod-001,Lambda,lambda-nightly-etl,Nightly ETL Lambda,serverless,us-east-1,,production,Analytics,Data Pipeline,,0.0,,,0.53,requests,USD,0.59,0.06,0.53,2026-06-01,2026-06-30,team=Analytics;project=Data Pipeline;environment=production
2026-06-10,AWS,aws-prod-001,EC2,i-untagged-01,Untagged Server A,compute,us-east-1,us-east-1a,,,,m5.large,21.8,40.2,,21.8,hours,USD,3.9,0.42,3.48,2026-06-01,2026-06-30,
2026-06-10,AWS,aws-dev-003,EC2,i-untagged-02,Untagged Server B,compute,us-west-2,us-west-2a,,,,t3.medium,12.5,51.3,,12.5,hours,USD,0.97,0.1,0.87,2026-06-01,2026-06-30,
2026-06-10,Azure,azure-prod-sub,VirtualMachines,vm-prod-api,Azure API VM,compute,eastus,,production,Platform,Customer Portal,Standard_D4s_v3,21.0,42.4,,21.0,hours,USD,5.82,0.62,5.2,2026-06-01,2026-06-30,team=Platform;project=Customer Portal;environment=production
2026-06-10,Azure,azure-prod-sub,SQLDatabase,sql-prod-main,Azure SQL Production,database,eastus,,production,Platform,Customer Portal,,0.0,63.9,,5.39,requests,USD,6.04,0.65,5.39,2026-06-01,2026-06-30,team=Platform;project=Customer Portal;environment=production
2026-06-10,Azure,azure-prod-sub,BlobStorage,blob-prod-data,Production Blob Storage,storage,westeurope,,production,Analytics,Customer Analytics,,0.0,,3000,1.27,GB-month,USD,1.42,0.15,1.27,2026-06-01,2026-06-30,team=Analytics;project=Customer Analytics;environment=production
2026-06-10,Azure,azure-dev-sub,VirtualMachines,vm-staging-old,Old Staging VM,compute,eastus,,staging,DevOps,Infrastructure,Standard_D8s_v3,24.0,1.8,,24.0,hours,USD,10.37,1.11,9.26,2026-06-01,2026-06-30,team=DevOps;project=Infrastructure;environment=staging
2026-06-10,Azure,azure-dev-sub,VirtualMachines,vm-dev-build,Build Server,compute,westeurope,,development,DevOps,Infrastructure,Standard_D2s_v3,24.0,10.3,,24.0,hours,USD,2.89,0.31,2.58,2026-06-01,2026-06-30,team=DevOps;project=Infrastructure;environment=development
2026-06-10,Azure,azure-prod-sub,VirtualMachines,vm-sec-scan,Security Scanner,compute,eastus,,production,Security,Compliance,Standard_D4s_v3,23.6,19.0,,23.6,hours,USD,5.4,0.58,4.82,2026-06-01,2026-06-30,team=Security;project=Compliance;environment=production
2026-06-10,GCP,gcp-ml-project,Compute Engine,gce-ml-train-01,ML Training Node,compute,us-central1,,production,ML,AI Platform,n2-standard-8,21.2,46.9,,21.2,hours,USD,11.73,1.26,10.47,2026-06-01,2026-06-30,team=ML;project=AI Platform;environment=production
2026-06-10,GCP,gcp-ml-project,Compute Engine,gce-ml-train-02,ML Training Node 2,compute,europe-west1,,production,ML,AI Platform,n2-standard-8,23.7,21.1,,23.7,hours,USD,11.26,1.21,10.05,2026-06-01,2026-06-30,team=ML;project=AI Platform;environment=production
2026-06-10,GCP,gcp-ml-project,Cloud Storage,gcs-ml-datasets,ML Dataset Bucket,storage,us-central1,,production,ML,AI Platform,,0.0,,5000,1.99,GB-month,USD,2.23,0.24,1.99,2026-06-01,2026-06-30,team=ML;project=AI Platform;environment=production
2026-06-10,GCP,gcp-prod-project,BigQuery,bq-analytics,BigQuery Analytics,database,us-central1,,production,Analytics,Customer Analytics,,0.0,40.4,,2.74,requests,USD,3.07,0.33,2.74,2026-06-01,2026-06-30,team=Analytics;project=Customer Analytics;environment=production
2026-06-10,GCP,gcp-prod-project,Compute Engine,gce-dev-old-01,Old Dev Instance,compute,asia-east1,,development,ML,AI Platform,n2-standard-4,24.0,2.5,,24.0,hours,USD,5.88,0.63,5.25,2026-06-01,2026-06-30,team=ML;project=AI Platform;environment=development
2026-06-10,GCP,gcp-prod-project,Compute Engine,gce-low-util-api,Low Util API Server,compute,europe-west1,,staging,Platform,Customer Portal,n2-standard-4,24.0,10.3,,24.0,hours,USD,5.38,0.58,4.8,2026-06-01,2026-06-30,team=Platform;project=Customer Portal;environment=staging
2026-06-10,AWS,aws-prod-001,EC2,i-apac-prod-01,APAC Production Server,compute,ap-southeast-1,ap-southeast-1a,production,Platform,Customer Portal,m5.xlarge,23.4,39.8,,23.4,hours,USD,6.32,0.68,5.64,2026-06-01,2026-06-30,team=Platform;project=Customer Portal;environment=production
2026-06-11,AWS,aws-prod-001,EC2,i-prod-web-01,Production Web Server 1,compute,us-east-1,us-east-1a,production,Platform,Customer Portal,m5.large,21.6,44.8,,21.6,hours,USD,2.45,0.26,2.19,2026-06-01,2026-06-30,team=Platform;project=Customer Portal;environment=production
2026-06-11,AWS,aws-prod-001,EC2,i-prod-web-02,Production Web Server 2,compute,us-east-1,us-east-1a,production,Platform,Customer Portal,m5.large,21.8,68.8,,21.8,hours,USD,2.36,0.25,2.11,2026-06-01,2026-06-30,team=Platform;project=Customer Portal;environment=production
2026-06-11,AWS,aws-prod-001,EC2,i-prod-api-01,API Gateway Server,compute,us-east-1,us-east-1a,production,Platform,Customer Portal,m5.xlarge,23.1,62.3,,23.1,hours,USD,4.85,0.52,4.33,2026-06-01,2026-06-30,team=Platform;project=Customer Portal;environment=production
2026-06-11,AWS,aws-prod-001,RDS,db-prod-main,Primary Production DB,database,us-east-1,,production,Platform,Customer Portal,db.r5.xlarge,0.0,59.5,,5.88,requests,USD,6.59,0.71,5.88,2026-06-01,2026-06-30,team=Platform;project=Customer Portal;environment=production
2026-06-11,AWS,aws-prod-001,S3,s3-prod-assets,Production Assets Bucket,storage,us-east-1,,production,Platform,Customer Portal,,0.0,,2500,0.84,GB-month,USD,0.94,0.1,0.84,2026-06-01,2026-06-30,team=Platform;project=Customer Portal;environment=production
2026-06-11,AWS,aws-staging-002,EC2,i-staging-test,Staging Test Instance,compute,us-east-1,us-east-1a,staging,Platform,Customer Portal,m5.large,24.0,0.5,,24.0,hours,USD,2.34,0.25,2.09,2026-06-01,2026-06-30,team=Platform;project=Customer Portal;environment=staging
2026-06-11,AWS,aws-prod-001,EC2,i-old-batch-job,Legacy Batch Processor,compute,us-west-2,us-west-2a,production,Analytics,Data Pipeline,c5.4xlarge,24.0,3.5,,24.0,hours,USD,17.54,1.88,15.66,2026-06-01,2026-06-30,team=Analytics;project=Data Pipeline;environment=production
2026-06-11,AWS,aws-prod-001,RDS,db-legacy-archive,Legacy Archive DB,database,us-east-1,,production,Analytics,Data Pipeline,db.t3.medium,0.0,3.6,,1.86,requests,USD,2.08,0.22,1.86,2026-06-01,2026-06-30,team=Analytics;project=Data Pipeline;environment=production
2026-06-11,AWS,aws-prod-001,EC2,i-analytics-01,Analytics Server,compute,us-west-2,us-west-2a,production,Analytics,Customer Analytics,m5.2xlarge,22.2,24.9,,22.2,hours,USD,9.9,1.06,8.84,2026-06-01,2026-06-30,team=Analytics;project=Customer Analytics;environment=production
2026-06-11,AWS,aws-prod-001,RDS,db-reporting,Reporting Database,database,us-east-1,,production,Analytics,Customer Analytics,db.m5.large,0.0,23.2,,3.66,requests,USD,4.1,0.44,3.66,2026-06-01,2026-06-30,team=Analytics;project=Customer Analytics;environment=production
2026-06-11,AWS,aws-dev-003,EC2,i-dev-sandbox,Developer Sandbox,compute,us-east-1,us-east-1a,development,Platform,Customer Portal,t3.medium,24.0,19.5,,24.0,hours,USD,1.02,0.11,0.91,2026-06-01,2026-06-30,team=Platform;project=Customer Portal;environment=development
2026-06-11,AWS,aws-dev-003,EC2,i-dev-ml-test,ML Dev Testing Node,compute,us-west-2,us-west-2a,development,ML,AI Platform,m5.xlarge,24.0,5.6,,24.0,hours,USD,4.63,0.5,4.13,2026-06-01,2026-06-30,team=ML;project=AI Platform;environment=development
2026-06-11,AWS,aws-prod-001,S3,s3-backups,Backup Storage Bucket,storage,us-east-1,,production,Platform,Customer Portal,,0.0,,1800,3.54,GB-month,USD,3.96,0.42,3.54,2026-06-01,2026-06-30,team=Platform;project=Customer Portal;environment=production
2026-06-11,AWS,aws-prod-001,S3,s3-logs-archive,Log Archive Bucket,storage,us-east-1,,production,Platform,Customer Portal,,0.0,,900,0.38,GB-month,USD,0.43,0.05,0.38,2026-06-01,2026-06-30,team=Platform;project=Customer Portal;environment=production
2026-06-11,AWS,aws-prod-001,Lambda,lambda-image-proc,Image Processing Lambda,serverless,us-east-1,,production,Platform,Customer Portal,,0.0,,,0.3,requests,USD,0.34,0.04,0.3,2026-06-01,2026-06-30,team=Platform;project=Customer Portal;environment=production
2026-06-11,AWS,aws-prod-001,Lambda,lambda-nightly-etl,Nightly ETL Lambda,serverless,us-east-1,,production,Analytics,Data Pipeline,,0.0,,,0.54,requests,USD,0.6,0.06,0.54,2026-06-01,2026-06-30,team=Analytics;project=Data Pipeline;environment=production
2026-06-11,AWS,aws-prod-001,EC2,i-untagged-01,Untagged Server A,compute,us-east-1,us-east-1a,,,,m5.large,19.5,30.7,,19.5,hours,USD,3.77,0.4,3.37,2026-06-01,2026-06-30,
2026-06-11,AWS,aws-dev-003,EC2,i-untagged-02,Untagged Server B,compute,us-west-2,us-west-2a,,,,t3.medium,19.7,32.5,,19.7,hours,USD,1.02,0.11,0.91,2026-06-01,2026-06-30,
2026-06-11,Azure,azure-prod-sub,VirtualMachines,vm-prod-api,Azure API VM,compute,eastus,,production,Platform,Customer Portal,Standard_D4s_v3,21.5,42.4,,21.5,hours,USD,5.63,0.6,5.03,2026-06-01,2026-06-30,team=Platform;project=Customer Portal;environment=production
2026-06-11,Azure,azure-prod-sub,SQLDatabase,sql-prod-main,Azure SQL Production,database,eastus,,production,Platform,Customer Portal,,0.0,43.7,,5.98,requests,USD,6.7,0.72,5.98,2026-06-01,2026-06-30,team=Platform;project=Customer Portal;environment=production
2026-06-11,Azure,azure-prod-sub,BlobStorage,blob-prod-data,Production Blob Storage,storage,westeurope,,production,Analytics,Customer Analytics,,0.0,,3000,1.2,GB-month,USD,1.34,0.14,1.2,2026-06-01,2026-06-30,team=Analytics;project=Customer Analytics;environment=production
2026-06-11,Azure,azure-dev-sub,VirtualMachines,vm-staging-old,Old Staging VM,compute,eastus,,staging,DevOps,Infrastructure,Standard_D8s_v3,24.0,1.7,,24.0,hours,USD,11.51,1.23,10.28,2026-06-01,2026-06-30,team=DevOps;project=Infrastructure;environment=staging
2026-06-11,Azure,azure-dev-sub,VirtualMachines,vm-dev-build,Build Server,compute,westeurope,,development,DevOps,Infrastructure,Standard_D2s_v3,24.0,13.9,,24.0,hours,USD,2.71,0.29,2.42,2026-06-01,2026-06-30,team=DevOps;project=Infrastructure;environment=development
2026-06-11,Azure,azure-prod-sub,VirtualMachines,vm-sec-scan,Security Scanner,compute,eastus,,production,Security,Compliance,Standard_D4s_v3,24.0,26.5,,24.0,hours,USD,5.42,0.58,4.84,2026-06-01,2026-06-30,team=Security;project=Compliance;environment=production
2026-06-11,GCP,gcp-ml-project,Compute Engine,gce-ml-train-01,ML Training Node,compute,us-central1,,production,ML,AI Platform,n2-standard-8,21.4,68.6,,21.4,hours,USD,10.56,1.13,9.43,2026-06-01,2026-06-30,team=ML;project=AI Platform;environment=production
2026-06-11,GCP,gcp-ml-project,Compute Engine,gce-ml-train-02,ML Training Node 2,compute,europe-west1,,production,ML,AI Platform,n2-standard-8,23.8,27.3,,23.8,hours,USD,10.94,1.17,9.77,2026-06-01,2026-06-30,team=ML;project=AI Platform;environment=production
2026-06-11,GCP,gcp-ml-project,Cloud Storage,gcs-ml-datasets,ML Dataset Bucket,storage,us-central1,,production,ML,AI Platform,,0.0,,5000,1.78,GB-month,USD,1.99,0.21,1.78,2026-06-01,2026-06-30,team=ML;project=AI Platform;environment=production
2026-06-11,GCP,gcp-prod-project,BigQuery,bq-analytics,BigQuery Analytics,database,us-central1,,production,Analytics,Customer Analytics,,0.0,62.7,,2.43,requests,USD,2.72,0.29,2.43,2026-06-01,2026-06-30,team=Analytics;project=Customer Analytics;environment=production
2026-06-11,GCP,gcp-prod-project,Compute Engine,gce-dev-old-01,Old Dev Instance,compute,asia-east1,,development,ML,AI Platform,n2-standard-4,24.0,3.4,,24.0,hours,USD,5.63,0.6,5.03,2026-06-01,2026-06-30,team=ML;project=AI Platform;environment=development
2026-06-11,GCP,gcp-prod-project,Compute Engine,gce-low-util-api,Low Util API Server,compute,europe-west1,,staging,Platform,Customer Portal,n2-standard-4,24.0,9.0,,24.0,hours,USD,5.43,0.58,4.85,2026-06-01,2026-06-30,team=Platform;project=Customer Portal;environment=staging
2026-06-11,AWS,aws-prod-001,EC2,i-apac-prod-01,APAC Production Server,compute,ap-southeast-1,ap-southeast-1a,production,Platform,Customer Portal,m5.xlarge,20.1,60.1,,20.1,hours,USD,7.11,0.76,6.35,2026-06-01,2026-06-30,team=Platform;project=Customer Portal;environment=production
2026-06-12,AWS,aws-prod-001,EC2,i-prod-web-01,Production Web Server 1,compute,us-east-1,us-east-1a,production,Platform,Customer Portal,m5.large,22.1,46.7,,22.1,hours,USD,2.25,0.24,2.01,2026-06-01,2026-06-30,team=Platform;project=Customer Portal;environment=production
2026-06-12,AWS,aws-prod-001,EC2,i-prod-web-02,Production Web Server 2,compute,us-east-1,us-east-1a,production,Platform,Customer Portal,m5.large,22.6,71.8,,22.6,hours,USD,2.49,0.27,2.22,2026-06-01,2026-06-30,team=Platform;project=Customer Portal;environment=production
2026-06-12,AWS,aws-prod-001,EC2,i-prod-api-01,API Gateway Server,compute,us-east-1,us-east-1a,production,Platform,Customer Portal,m5.xlarge,22.8,38.7,,22.8,hours,USD,4.79,0.51,4.28,2026-06-01,2026-06-30,team=Platform;project=Customer Portal;environment=production
2026-06-12,AWS,aws-prod-001,RDS,db-prod-main,Primary Production DB,database,us-east-1,,production,Platform,Customer Portal,db.r5.xlarge,0.0,50.9,,6.25,requests,USD,7.0,0.75,6.25,2026-06-01,2026-06-30,team=Platform;project=Customer Portal;environment=production
2026-06-12,AWS,aws-prod-001,S3,s3-prod-assets,Production Assets Bucket,storage,us-east-1,,production,Platform,Customer Portal,,0.0,,2500,0.82,GB-month,USD,0.92,0.1,0.82,2026-06-01,2026-06-30,team=Platform;project=Customer Portal;environment=production
2026-06-12,AWS,aws-staging-002,EC2,i-staging-test,Staging Test Instance,compute,us-east-1,us-east-1a,staging,Platform,Customer Portal,m5.large,24.0,1.1,,24.0,hours,USD,2.51,0.27,2.24,2026-06-01,2026-06-30,team=Platform;project=Customer Portal;environment=staging
2026-06-12,AWS,aws-prod-001,EC2,i-old-batch-job,Legacy Batch Processor,compute,us-west-2,us-west-2a,production,Analytics,Data Pipeline,c5.4xlarge,24.0,3.0,,24.0,hours,USD,17.94,1.92,16.02,2026-06-01,2026-06-30,team=Analytics;project=Data Pipeline;environment=production
2026-06-12,AWS,aws-prod-001,RDS,db-legacy-archive,Legacy Archive DB,database,us-east-1,,production,Analytics,Data Pipeline,db.t3.medium,0.0,3.1,,1.91,requests,USD,2.14,0.23,1.91,2026-06-01,2026-06-30,team=Analytics;project=Data Pipeline;environment=production
2026-06-12,AWS,aws-prod-001,EC2,i-analytics-01,Analytics Server,compute,us-west-2,us-west-2a,production,Analytics,Customer Analytics,m5.2xlarge,23.2,18.5,,23.2,hours,USD,9.16,0.98,8.18,2026-06-01,2026-06-30,team=Analytics;project=Customer Analytics;environment=production
2026-06-12,AWS,aws-prod-001,RDS,db-reporting,Reporting Database,database,us-east-1,,production,Analytics,Customer Analytics,db.m5.large,0.0,25.8,,3.49,requests,USD,3.91,0.42,3.49,2026-06-01,2026-06-30,team=Analytics;project=Customer Analytics;environment=production
2026-06-12,AWS,aws-dev-003,EC2,i-dev-sandbox,Developer Sandbox,compute,us-east-1,us-east-1a,development,Platform,Customer Portal,t3.medium,24.0,15.8,,24.0,hours,USD,0.97,0.1,0.87,2026-06-01,2026-06-30,team=Platform;project=Customer Portal;environment=development
2026-06-12,AWS,aws-dev-003,EC2,i-dev-ml-test,ML Dev Testing Node,compute,us-west-2,us-west-2a,development,ML,AI Platform,m5.xlarge,24.0,6.7,,24.0,hours,USD,4.56,0.49,4.07,2026-06-01,2026-06-30,team=ML;project=AI Platform;environment=development
