date,provider,account_id,region,availability_zone,environment,team,department,project,tags,service,resource_id,resource_name,resource_type,instance_type,usage_quantity,usage_unit,usage_hours,avg_cpu_utilization,storage_gb,currency,cost,list_cost,discount,billing_period_start,billing_period_end
2026-06-24,AWS,781047077731,eu-west-1,eu-west-1c,prod,QA,Engineering,Dev Platform,team=QA;project=Dev Platform;environment=prod;department=Engineering,RDS,i-2435850844344be2a,prod-web-gateway-060,Database,m5.xlarge,24.0,hours,3.82,30.0,0.0,USD,22.9564,26.3563,3.3999,2026-06-01,2026-06-30
2026-06-24,Azure,15a9dca0-8220-4aea-9748-292f4b3191eb,centralindia,centralindia-az2,staging,Finance,Finance,Reporting,team=Finance;project=Reporting;environment=staging;department=Finance,Azure Functions,/subscriptions/5b87a0c6/vm-935108c2,data-lake-ingest-062,Serverless,serverless,1167469.0,requests,23.24,1.81,0.0,USD,87.5824,99.5175,11.9351,2026-06-01,2026-06-30
2026-06-24,Azure,af98c2b0-d259-46a9-a7cb-81f5426fa773,westeurope,westeurope-az2,prod,QA,Engineering,Dev Platform,team=QA;project=Dev Platform;environment=prod;department=Engineering,Azure Kubernetes Service,/subscriptions/4af3c5e5/vm-e1766fbe,reporting-db-039,Container,D4s_v5,23.52,vCPU-hours,23.52,3.35,0.0,USD,5.1773,5.388,0.2107,2026-06-01,2026-06-30
2026-06-24,GCP,gcp-proj-102260,europe-west4,europe-west4a,test,DevOps,Engineering,Backup Platform,team=DevOps;project=Backup Platform;environment=test;department=Engineering,Cloud Functions,gcp-f15331c96c0c,log-aggregator-008,Serverless,serverless,1136798.0,requests,0.0,75.0,0.0,USD,37.0458,40.594,3.5482,2026-06-01,2026-06-30
2026-06-24,Azure,240d196a-8da0-487a-9e5b-766bfc6d0f61,eastus,eastus-az1,prod,Customer Success,Operations,Internal Tools,team=Customer Success;project=Internal Tools;environment=prod;department=Operations,Azure SQL Database,/subscriptions/ae690497/vm-91ce0ec1,reporting-db-057,Database,D32s_v5,14.73,hours,14.73,25.42,0.0,USD,21.8609,26.7518,4.8909,2026-06-01,2026-06-30
2026-06-24,GCP,gcp-proj-827659,us-east1,us-east1a,prod,Data,Data & Analytics,Analytics,team=Data;project=Analytics;environment=prod;department=Data & Analytics,GKE,gcp-1e4f7467ae5f,ml-inference-server-037,Container,n2-highcpu-4,13.62,vCPU-hours,13.62,8.58,0.0,USD,1.9746,2.2754,0.3008,2026-06-01,2026-06-30
2026-06-24,Azure,624330a1-33a9-45cd-b2f8-72cfab226d38,centralindia,centralindia-az3,prod,Finance,Finance,Internal Tools,team=Finance;project=Internal Tools;environment=prod;department=Finance,Application Gateway,/subscriptions/cf5303fc/vm-4d54d8a8,analytics-cluster-070,Network,E8s_v5,10010.55,GB,15.77,57.92,0.0,USD,707.6371,896.1957,188.5586,2026-06-01,2026-06-30
2026-06-24,AWS,188559569253,ap-southeast-1,ap-southeast-1a,prod,Customer Success,Operations,Customer API,team=Customer Success;project=Customer API;environment=prod;department=Operations,Redshift,i-d32d0119587a4ec79,prod-cache-cluster-011,Analytics,c5.xlarge,22.02,vCPU-hours,22.02,3.18,0.0,USD,3.8004,4.6004,0.8,2026-06-01,2026-06-30
2026-06-24,AWS,265990327202,eu-central-1,eu-central-1a,test,Marketing,Marketing,Marketing Platform,team=Marketing;project=Marketing Platform;environment=test;department=Marketing,S3,i-1a8d35f941504f1f8,test-integration-db-063,Storage,gp3,416.6,GB-month,13.95,11.03,416.6,USD,0.4764,0.5,0.0236,2026-06-01,2026-06-30
2026-06-24,GCP,gcp-proj-290305,europe-west4,europe-west4c,test,Finance,Finance,Internal Tools,team=Finance;project=Internal Tools;environment=test;department=Finance,BigQuery,gcp-525ddbdb981b,log-aggregator-067,Analytics,n2-highmem-8,14.01,vCPU-hours,14.01,54.16,0.0,USD,6.9162,7.5975,0.6813,2026-06-01,2026-06-30
2026-06-24,Azure,2de9516c-bd72-414c-a6a0-9be9574e87de,centralindia,centralindia-az2,prod,,Data & Analytics,,environment=prod;department=Data & Analytics,Azure SQL Database,/subscriptions/625c7f51/vm-931a75b9,prod-customer-api-054,Database,E4s_v5,15.86,hours,15.86,8.19,0.0,USD,4.082,4.607,0.525,2026-06-01,2026-06-30
2026-06-24,AWS,235030135894,ap-southeast-1,ap-southeast-1c,dev,Customer Success,Operations,Internal Tools,team=Customer Success;project=Internal Tools;environment=dev;department=Operations,ElastiCache,i-ffecab260e2b4e87b,log-aggregator-064,Cache,r5.large,22.27,hours,22.27,11.1,0.0,USD,1.6587,2.8023,1.1436,2026-06-01,2026-06-30
2026-06-24,AWS,387635680418,ap-south-1,ap-south-1c,prod,Security,,Internal Tools,team=Security;project=Internal Tools;environment=prod,Lambda,i-1eb872ba13fa4fddb,marketing-cdn-024,Serverless,serverless,256649.0,requests,3.5,40.33,0.0,USD,210.4399,257.2147,46.7748,2026-06-01,2026-06-30
2026-06-24,GCP,gcp-proj-735656,europe-west4,europe-west4b,test,Security,Security,Backup Platform,team=Security;project=Backup Platform;environment=test;department=Security,Cloud SQL,gcp-f7e5ab63fb0d,analytics-cluster-025,Database,n2-standard-4,16.38,hours,16.38,57.1,0.0,USD,2.4989,3.1102,0.6113,2026-06-01,2026-06-30
2026-06-24,GCP,gcp-proj-578975,europe-west4,europe-west4b,staging,Finance,Finance,Reporting,team=Finance;project=Reporting;environment=staging;department=Finance,BigQuery,gcp-bd70e355a067,recommendation-worker-074,Analytics,n2-standard-4,14.12,vCPU-hours,14.12,14.92,0.0,USD,2.0259,3.4666,1.4407,2026-06-01,2026-06-30
2026-06-24,AWS,306823277527,eu-west-1,eu-west-1b,prod,Marketing,Marketing,Marketing Platform,team=Marketing;project=Marketing Platform;environment=prod;department=Marketing,EC2,i-11542ce6b141485e9,analytics-cluster-009,Compute,r5.xlarge,20.82,hours,20.82,58.68,0.0,USD,4.6505,5.3681,0.7176,2026-06-01,2026-06-30
2026-06-24,Azure,ee54536e-21b0-4d1d-84c9-24e85ac5961b,westus2,westus2-az2,staging,QA,Engineering,Testing Platform,team=QA;project=Testing Platform;environment=staging;department=Engineering,Azure Functions,/subscriptions/8413e3ef/vm-5a3f0977,staging-web-01-012,Serverless,serverless,2729848.0,requests,0.0,60.72,0.0,USD,88.9372,93.7524,4.8152,2026-06-01,2026-06-30
2026-06-24,Azure,2972322e-c94f-4ac8-9267-81b659a45584,northeurope,northeurope-az1,test,,Finance,Internal Tools,project=Internal Tools;environment=test;department=Finance,Azure Cache for Redis,/subscriptions/19dad507/vm-b8a989d6,log-aggregator-034,Cache,E8s_v5,18.45,hours,18.45,59.56,0.0,USD,9.2602,9.4769,0.2167,2026-06-01,2026-06-30
2026-06-25,AWS,214547351220,eu-west-1,eu-west-1b,dev,Security,Security,Backup Platform,team=Security;project=Backup Platform;environment=dev;department=Security,ECS,i-69321e40162b4eabb,dev-db-scratch-068,Container,r5.large,12.18,vCPU-hours,12.18,51.62,0.0,USD,1.3926,1.5644,0.1718,2026-06-01,2026-06-30
2026-06-25,AWS,731678373015,us-east-1,us-east-1a,staging,,Engineering,Dev Platform,project=Dev Platform;environment=staging;department=Engineering,EC2,i-63406f6cd8b94a84a,batch-processing-worker-058,Compute,t3.micro,20.36,hours,20.36,68.75,0.0,USD,0.4571,0.5,0.0429,2026-06-01,2026-06-30
2026-06-25,AWS,969508288813,ap-southeast-1,ap-southeast-1a,prod,Finance,Finance,Internal Tools,team=Finance;project=Internal Tools;environment=prod;department=Finance,Lambda,i-00521575d70e4c778,prod-web-gateway-052,Serverless,serverless,1705098.0,requests,0.0,58.86,0.0,USD,64.3193,99.5408,35.2215,2026-06-01,2026-06-30
2026-06-25,Azure,d6e93366-318e-48dd-b9a7-5da6f6c31def,westus2,westus2-az3,prod,,,,,Azure Kubernetes Service,/subscriptions/cbade407/vm-91f14de5,prod-web-gateway-035,Container,D4as_v5,22.9,vCPU-hours,22.9,2.3,0.0,USD,3.8562,4.9968,1.1406,2026-06-01,2026-06-30
2026-06-25,Azure,453e9ea0-1a48-4f93-89fa-d45813568059,northeurope,northeurope-az2,dev,,,,,Azure Functions,/subscriptions/94d066d5/vm-662e965a,log-aggregator-075,Serverless,serverless,1726076.0,requests,0.0,62.39,0.0,USD,113.1481,113.1876,0.0395,2026-06-01,2026-06-30
2026-06-25,GCP,gcp-proj-266071,asia-south1,asia-south1c,staging,Data,Data & Analytics,Reporting,team=Data;project=Reporting;environment=staging;department=Data & Analytics,Cloud Functions,gcp-fb0dd8016a19,staging-cache-072,Serverless,serverless,7165560.0,requests,23.29,16.2,0.0,USD,200.7387,246.648,45.9093,2026-06-01,2026-06-30
2026-06-25,Azure,e3ef33a4-835b-483a-8224-693c4172b674,southeastasia,southeastasia-az2,dev,DevOps,,,team=DevOps;environment=dev,Azure SQL Database,/subscriptions/0c57e052/vm-6955a712,batch-processing-worker-030,Database,D4as_v5,23.01,hours,23.01,14.17,0.0,USD,3.6231,4.0754,0.4523,2026-06-01,2026-06-30
2026-06-25,Azure,2972322e-c94f-4ac8-9267-81b659a45584,northeurope,northeurope-az1,test,Finance,Finance,Internal Tools,team=Finance;project=Internal Tools;environment=test;department=Finance,Azure Cache for Redis,/subscriptions/19dad507/vm-b8a989d6,log-aggregator-034,Cache,E8s_v5,17.9,hours,17.9,61.36,0.0,USD,5.5118,9.4308,3.919,2026-06-01,2026-06-30
2026-06-25,GCP,gcp-proj-945742,us-east1,us-east1c,prod,,,,,Compute Engine,gcp-ba75dacf762a,prod-payment-service-031,Compute,n2-standard-16,16.6,hours,16.6,10.0,0.0,USD,15.631,15.7109,0.0799,2026-06-01,2026-06-30
2026-06-25,GCP,gcp-proj-553014,europe-west4,europe-west4a,staging,,,,,BigQuery,gcp-05f18687b417,staging-api-02-065,Analytics,n2-standard-32,17.19,vCPU-hours,17.19,21.51,0.0,USD,27.6563,31.3618,3.7055,2026-06-01,2026-06-30
2026-06-25,Azure,240d196a-8da0-487a-9e5b-766bfc6d0f61,eastus,eastus-az1,prod,Customer Success,Operations,Internal Tools,team=Customer Success;project=Internal Tools;environment=prod;department=Operations,Azure SQL Database,/subscriptions/ae690497/vm-91ce0ec1,reporting-db-057,Database,D32s_v5,18.38,hours,18.38,15.25,0.0,USD,27.4317,32.4098,4.9781,2026-06-01,2026-06-30
2026-06-25,Azure,7960d057-ea8a-43a8-9162-8d19dcb00a8f,centralindia,centralindia-az3,prod,Engineering,Engineering,Mobile Backend,team=Engineering;project=Mobile Backend;environment=prod;department=Engineering,Application Gateway,/subscriptions/c30f9ae9/vm-ac1bf2da,ml-inference-server-005,Network,D4s_v5,6425.52,GB,9.6,5.0,0.0,USD,271.9285,423.6081,151.6796,2026-06-01,2026-06-30
2026-06-25,GCP,gcp-proj-290305,europe-west4,europe-west4c,test,Finance,Finance,Internal Tools,team=Finance;project=Internal Tools;environment=test;department=Finance,BigQuery,gcp-525ddbdb981b,log-aggregator-067,Analytics,n2-highmem-8,8.3,vCPU-hours,8.3,50.37,0.0,USD,4.438,4.5073,0.0693,2026-06-01,2026-06-30
2026-06-25,AWS,319998677633,us-east-1,us-east-1b,dev,Platform,Engineering,Internal Tools,team=Platform;project=Internal Tools;environment=dev;department=Engineering,ElastiCache,i-f4ba687a06a3429ba,data-lake-ingest-022,Cache,c5.xlarge,15.84,hours,15.84,54.74,0.0,USD,1.9326,2.6966,0.764,2026-06-01,2026-06-30
2026-06-25,AWS,622524651020,us-east-1,us-east-1c,test,DevOps,Engineering,Internal Tools,team=DevOps;project=Internal Tools;environment=test;department=Engineering,S3,i-a097db097e8a4e459,security-scanner-000,Storage,gp3,1226.7,GB-month,23.69,10.08,1226.7,USD,0.829,0.9557,0.1267,2026-06-01,2026-06-30
2026-06-25,AWS,466554516218,us-west-2,us-west-2b,staging,Marketing,Marketing,Marketing Platform,team=Marketing;project=Marketing Platform;environment=staging;department=Marketing,S3,i-3ac5686d951848ee9,staging-api-02-076,Storage,gp3,7570.69,GB-month,11.86,41.87,7570.69,USD,22.5426,34.4134,11.8708,2026-06-01,2026-06-30
2026-06-25,AWS,174866852259,ap-southeast-1,ap-southeast-1c,test,Data,Data & Analytics,Analytics,team=Data;project=Analytics;environment=test;department=Data & Analytics,ECS,i-51723fb05eed41a49,batch-processing-worker-026,Container,c5.2xlarge,16.86,vCPU-hours,16.86,52.99,0.0,USD,5.0804,5.8036,0.7232,2026-06-01,2026-06-30
2026-06-25,AWS,306823277527,eu-west-1,eu-west-1b,prod,Marketing,Marketing,Marketing Platform,team=Marketing;project=Marketing Platform;environment=prod;department=Marketing,EC2,i-11542ce6b141485e9,analytics-cluster-009,Compute,r5.xlarge,13.21,hours,13.21,75.0,0.0,USD,3.041,3.3305,0.2895,2026-06-01,2026-06-30
2026-06-25,Azure,38b83f5b-509c-43fb-9eed-a6534d5f2518,southeastasia,southeastasia-az3,staging,Data,,Data Platform,team=Data;project=Data Platform;environment=staging,Azure Functions,/subscriptions/f3b14171/vm-912b9ca9,batch-processing-worker-046,Serverless,serverless,2611234.0,requests,0.0,59.61,0.0,USD,129.3088,199.6046,70.2958,2026-06-01,2026-06-30
2026-06-25,Azure,3047d5bb-40d6-43ff-9983-6beb7d68c781,northeurope,northeurope-az2,staging,Customer Success,Operations,Customer API,team=Customer Success;project=Customer API;environment=staging;department=Operations,Cosmos DB,/subscriptions/d66e62a8/vm-28d54a95,analytics-cluster-032,Database,E4s_v5,23.44,hours,23.44,2.93,0.0,USD,4.803,7.1387,2.3357,2026-06-01,2026-06-30
2026-06-25,GCP,gcp-proj-233636,asia-southeast1,asia-southeast1c,prod,DevOps,Engineering,Backup Platform,team=DevOps;project=Backup Platform;environment=prod;department=Engineering,Cloud Load Balancing,gcp-16ce608e5737,prod-web-gateway-019,Network,n2-standard-2,11030.85,GB,12.07,66.9,0.0,USD,1207.1647,1290.8257,83.661,2026-06-01,2026-06-30
2026-06-25,AWS,443445860556,ap-southeast-1,ap-southeast-1c,prod,Engineering,Engineering,Mobile Backend,team=Engineering;project=Mobile Backend;environment=prod;department=Engineering,EC2,i-5c59fc4bb2a74dda9,batch-processing-worker-045,Compute,r5.large,14.83,hours,14.83,63.65,0.0,USD,1.4151,1.9074,0.4923,2026-06-01,2026-06-30
2026-06-25,GCP,gcp-proj-290672,europe-west1,europe-west1a,prod,,,,,Cloud Load Balancing,gcp-f1f83687550e,marketing-cdn-050,Network,n2-highcpu-4,5909.68,GB,17.4,55.57,0.0,USD,516.7226,645.8342,129.1116,2026-06-01,2026-06-30
2026-06-25,Azure,c0b6a3cf-7c95-472f-8064-1d0b7d5a8df2,westus2,westus2-az1,staging,Marketing,Marketing,,team=Marketing;environment=staging;department=Marketing,Azure Kubernetes Service,/subscriptions/be6a4e10/vm-4fdf1806,staging-cache-059,Container,E8s_v5,20.51,vCPU-hours,20.51,68.95,0.0,USD,9.2551,10.3697,1.1146,2026-06-01,2026-06-30
2026-06-25,AWS,546688090938,us-west-2,us-west-2c,prod,Engineering,Engineering,Mobile Backend,team=Engineering;project=Mobile Backend;environment=prod;department=Engineering,Redshift,i-8bd44b7d36154db79,prod-core-db-061,Analytics,c5.2xlarge,14.1,vCPU-hours,14.1,9.27,0.0,USD,4.1362,5.5811,1.4449,2026-06-01,2026-06-30
2026-06-25,Azure,af98c2b0-d259-46a9-a7cb-81f5426fa773,westeurope,westeurope-az2,prod,QA,Engineering,,team=QA;environment=prod;department=Engineering,Azure Kubernetes Service,/subscriptions/4af3c5e5/vm-e1766fbe,reporting-db-039,Container,D4s_v5,22.11,vCPU-hours,22.11,1.82,0.0,USD,2.9453,5.0038,2.0585,2026-06-01,2026-06-30
2026-06-25,Azure,524d5f94-1bb6-46ff-ba1a-12a9e170902f,southeastasia,southeastasia-az1,prod,,,,,Application Gateway,/subscriptions/df308220/vm-e7c76ea2,analytics-cluster-069,Network,D2s_v5,3701.42,GB,17.48,61.95,0.0,USD,247.027,309.9857,62.9587,2026-06-01,2026-06-30
2026-06-25,AWS,387635680418,ap-south-1,ap-south-1c,prod,Security,Security,Internal Tools,team=Security;project=Internal Tools;environment=prod;department=Security,Lambda,i-1eb872ba13fa4fddb,marketing-cdn-024,Serverless,serverless,7501712.0,requests,0.0,37.76,0.0,USD,1639.1187,1652.679,13.5603,2026-06-01,2026-06-30
2026-06-25,AWS,539425475482,us-west-2,us-west-2c,test,Data,Data & Analytics,,team=Data;environment=test;department=Data & Analytics,ECS,i-74ffa881972a47d38,test-runner-01-001,Container,r5.large,9.77,vCPU-hours,9.77,61.93,0.0,USD,1.1259,1.2372,0.1113,2026-06-01,2026-06-30
2026-06-25,Azure,3e63c5fd-ca33-43c3-896f-e3aeedb1927b,eastus,eastus-az2,prod,Customer Success,Operations,Customer API,team=Customer Success;project=Customer API;environment=prod;department=Operations,Azure Kubernetes Service,/subscriptions/5603783b/vm-6eabada3,prod-cache-cluster-013,Container,E8s_v5,19.17,vCPU-hours,19.17,64.4,0.0,USD,8.8473,9.1885,0.3412,2026-06-01,2026-06-30
2026-06-25,AWS,581713854648,us-east-1,us-east-1a,dev,Security,Security,Backup Platform,team=Security;project=Backup Platform;environment=dev;department=Security,Lambda,i-453a443e89154b0e9,analytics-cluster-014,Serverless,serverless,949062.0,requests,0.0,7.16,0.0,USD,28.38,36.4352,8.0552,2026-06-01,2026-06-30
2026-06-25,Azure,ffbe7533-79f3-4a84-aedb-1a117884e4fb,centralindia,centralindia-az3,prod,Analytics,Data & Analytics,Recommendation Engine,team=Analytics;project=Recommendation Engine;environment=prod;department=Data & Analytics,Blob Storage,/subscriptions/76053b55/vm-53323bed,backup-storage-015,Storage,StandardSSD,1243.22,GB-month,23.96,2.58,1243.22,USD,0.6334,0.7467,0.1133,2026-06-01,2026-06-30
2026-06-25,AWS,563138741006,eu-central-1,eu-central-1b,staging,Platform,Engineering,Web Portal,team=Platform;project=Web Portal;environment=staging;department=Engineering,CloudFront,i-be755de083ff453da,staging-web-01-038,Network,t3.large,4216.63,GB,23.33,21.73,0.0,USD,404.9991,443.305,38.3059,2026-06-01,2026-06-30
2026-06-25,Azure,ee54536e-21b0-4d1d-84c9-24e85ac5961b,westus2,westus2-az2,staging,QA,Engineering,Testing Platform,team=QA;project=Testing Platform;environment=staging;department=Engineering,Azure Functions,/subscriptions/8413e3ef/vm-5a3f0977,staging-web-01-012,Serverless,serverless,946077.0,requests,0.0,63.13,0.0,USD,70.7296,87.4716,16.742,2026-06-01,2026-06-30
2026-06-25,GCP,gcp-proj-223172,us-central1,us-central1a,staging,Engineering,Engineering,Web Portal,team=Engineering;project=Web Portal;environment=staging;department=Engineering,Cloud Storage,gcp-cd34bd521613,recommendation-worker-073,Storage,standard,2147.04,GB-month,24.0,72.15,2147.04,USD,1.2226,1.4497,0.2271,2026-06-01,2026-06-30
2026-06-25,GCP,gcp-proj-901909,asia-south1,asia-south1c,staging,Customer Success,Operations,Customer API,team=Customer Success;project=Customer API;environment=staging;department=Operations,Cloud Functions,gcp-80faa750494f,staging-api-02-066,Serverless,serverless,3278533.0,requests,0.0,64.91,0.0,USD,246.6856,277.0346,30.349,2026-06-01,2026-06-30
2026-06-25,Azure,30eab877-e7da-4637-9e57-05d0888428ca,eastus,eastus-az1,prod,QA,Engineering,Dev Platform,team=QA;project=Dev Platform;environment=prod;department=Engineering,Application Gateway,/subscriptions/b18f42fa/vm-38ec9887,backup-storage-017,Network,D2as_v5,11716.99,GB,22.39,3.07,0.0,USD,848.8444,904.8973,56.0529,2026-06-01,2026-06-30
2026-06-25,GCP,gcp-proj-735656,europe-west4,europe-west4b,test,Security,Security,Backup Platform,team=Security;project=Backup Platform;environment=test;department=Security,Cloud SQL,gcp-f7e5ab63fb0d,analytics-cluster-025,Database,n2-standard-4,23.22,hours,23.22,57.55,0.0,USD,3.2372,4.4339,1.1967,2026-06-01,2026-06-30
2026-06-25,AWS,110999011248,ap-south-1,ap-south-1b,dev,,,,,RDS,i-9cdc7aaef0754500a,dev-build-agent-018,Database,t3.large,22.76,hours,22.76,10.97,0.0,USD,1.7794,1.8843,0.1049,2026-06-01,2026-06-30
2026-06-25,Azure,f9b259fd-92c9-4ed4-81ba-a6c7d70a00f7,westus2,westus2-az2,test,Marketing,Marketing,Marketing Platform,team=Marketing;project=Marketing Platform;environment=test;department=Marketing,Blob Storage,/subscriptions/ca15ff9b/vm-8a2b520f,test-runner-01-071,Storage,StandardSSD,12060.01,GB-month,13.57,31.51,12060.01,USD,29.5325,42.9481,13.4156,2026-06-01,2026-06-30
2026-06-25,GCP,gcp-proj-872343,us-east1,us-east1b,test,Platform,Engineering,Web Portal,team=Platform;project=Web Portal;environment=test;department=Engineering,BigQuery,gcp-648e0fa09f47,test-load-gen-021,Analytics,n2-highcpu-4,13.67,vCPU-hours,13.67,13.72,0.0,USD,1.7431,2.3194,0.5763,2026-06-01,2026-06-30
2026-06-25,Azure,aa0d592f-e9ad-42c0-9951-3a3b1d430a11,westus2,westus2-az2,test,Engineering,Engineering,Customer API,team=Engineering;project=Customer API;environment=test;department=Engineering,Azure Cache for Redis,/subscriptions/6bd81e4c/vm-fb149c25,backup-storage-044,Cache,E8s_v5,15.47,hours,15.47,65.32,0.0,USD,6.571,8.1813,1.6103,2026-06-01,2026-06-30
2026-06-25,AWS,188080452706,us-east-1,us-east-1c,dev,Finance,Finance,Reporting,team=Finance;project=Reporting;environment=dev;department=Finance,RDS,i-753f5604479644d59,dev-test-server-010,Database,m5.2xlarge,9.17,hours,9.17,68.41,0.0,USD,3.5518,3.6956,0.1438,2026-06-01,2026-06-30
2026-06-25,AWS,406352552364,us-west-2,us-west-2a,dev,Data,Data & Analytics,Analytics,team=Data;project=Analytics;environment=dev;department=Data & Analytics,Lambda,i-839496a703ee438ab,dev-db-scratch-023,Serverless,serverless,4471193.0,requests,0.0,64.56,0.0,USD,133.102,141.4046,8.3026,2026-06-01,2026-06-30
2026-06-25,AWS,203484341332,us-west-2,us-west-2b,staging,QA,Engineering,Testing Platform,team=QA;project=Testing Platform;environment=staging;department=Engineering,DynamoDB,i-62965f184d8f4c80a,analytics-cluster-004,Database,m5.8xlarge,10.96,hours,10.96,10.0,0.0,USD,15.1891,20.8061,5.617,2026-06-01,2026-06-30
2026-06-26,AWS,198503450940,eu-central-1,eu-central-1b,prod,Customer Success,Operations,Internal Tools,team=Customer Success;project=Internal Tools;environment=prod;department=Operations,ElastiCache,i-c8a1a5c6de1445bc8,payment-db-primary-049,Cache,t3.medium,14.17,hours,14.17,52.67,0.0,USD,0.5546,0.616,0.0614,2026-06-01,2026-06-30
2026-06-26,GCP,gcp-proj-233636,asia-southeast1,asia-southeast1c,prod,DevOps,Engineering,Backup Platform,team=DevOps;project=Backup Platform;environment=prod;department=Engineering,Cloud Load Balancing,gcp-16ce608e5737,prod-web-gateway-019,Network,n2-standard-2,5102.93,GB,21.53,47.57,0.0,USD,294.3288,301.0445,6.7157,2026-06-01,2026-06-30
2026-06-26,GCP,gcp-proj-290305,europe-west4,europe-west4c,test,Finance,Finance,Internal Tools,team=Finance;project=Internal Tools;environment=test;department=Finance,BigQuery,gcp-525ddbdb981b,log-aggregator-067,Analytics,n2-highmem-8,19.98,vCPU-hours,19.98,73.25,0.0,USD,7.7844,10.5814,2.797,2026-06-01,2026-06-30
2026-06-26,GCP,gcp-proj-102260,europe-west4,europe-west4a,test,DevOps,Engineering,Backup Platform,team=DevOps;project=Backup Platform;environment=test;department=Engineering,Cloud Functions,gcp-f15331c96c0c,log-aggregator-008,Serverless,serverless,4714777.0,requests,0.0,51.55,0.0,USD,231.6687,312.5766,80.9079,2026-06-01,2026-06-30
2026-06-26,GCP,gcp-proj-290672,europe-west1,europe-west1a,prod,Finance,Finance,Internal Tools,team=Finance;project=Internal Tools;environment=prod;department=Finance,Cloud Load Balancing,gcp-f1f83687550e,marketing-cdn-050,Network,n2-highcpu-4,3378.38,GB,8.23,45.0,0.0,USD,319.9867,358.3086,38.3219,2026-06-01,2026-06-30
2026-06-26,AWS,343045499634,us-east-1,us-east-1b,prod,Platform,Engineering,Web Portal,team=Platform;project=Web Portal;environment=prod;department=Engineering,EC2,i-8455dcb4768e4553a,batch-processing-worker-002,Compute,t3.micro,15.35,hours,15.35,62.92,0.0,USD,0.3965,0.5,0.1035,2026-06-01,2026-06-30
2026-06-26,Azure,2972322e-c94f-4ac8-9267-81b659a45584,northeurope,northeurope-az1,test,Finance,Finance,Internal Tools,team=Finance;project=Internal Tools;environment=test;department=Finance,Azure Cache for Redis,/subscriptions/19dad507/vm-b8a989d6,log-aggregator-034,Cache,E8s_v5,13.05,hours,13.05,51.65,0.0,USD,4.9514,6.426,1.4746,2026-06-01,2026-06-30
2026-06-26,GCP,gcp-proj-901909,asia-south1,asia-south1c,staging,Customer Success,Operations,Customer API,team=Customer Success;project=Customer API;environment=staging;department=Operations,Cloud Functions,gcp-80faa750494f,staging-api-02-066,Serverless,serverless,4050153.0,requests,0.0,55.81,0.0,USD,129.558,157.1568,27.5988,2026-06-01,2026-06-30
2026-06-26,GCP,gcp-proj-827659,us-east1,us-east1a,prod,Data,Data & Analytics,Analytics,team=Data;project=Analytics;environment=prod;department=Data & Analytics,GKE,gcp-1e4f7467ae5f,ml-inference-server-037,Container,n2-highcpu-4,12.56,vCPU-hours,12.56,6.52,0.0,USD,1.159,2.0749,0.9159,2026-06-01,2026-06-30
2026-06-26,GCP,gcp-proj-223172,us-central1,us-central1a,staging,Engineering,Engineering,Web Portal,,Cloud Storage,gcp-cd34bd521613,recommendation-worker-073,Storage,standard,2073.04,GB-month,13.55,73.07,2073.04,USD,1.2439,1.4045,0.1606,2026-06-01,2026-06-30
2026-06-26,AWS,406352552364,us-west-2,us-west-2a,dev,Data,Data & Analytics,Analytics,team=Data;project=Analytics;environment=dev;department=Data & Analytics,Lambda,i-839496a703ee438ab,dev-db-scratch-023,Serverless,serverless,6833293.0,requests,0.0,50.75,0.0,USD,405.5889,466.3115,60.7226,2026-06-01,2026-06-30
2026-06-26,AWS,476744275623,eu-west-1,eu-west-1b,prod,,,,,Lambda,i-e82edb5886f744da9,prod-core-db-016,Serverless,serverless,2554442.0,requests,0.0,70.13,0.0,USD,133.976,182.2631,48.2871,2026-06-01,2026-06-30
2026-06-26,AWS,110999011248,ap-south-1,ap-south-1b,dev,Marketing,Marketing,Marketing Platform,team=Marketing;project=Marketing Platform;environment=dev;department=Marketing,RDS,i-9cdc7aaef0754500a,dev-build-agent-018,Database,t3.large,22.33,hours,22.33,14.34,0.0,USD,1.6589,1.7989,0.14,2026-06-01,2026-06-30
2026-06-26,GCP,gcp-proj-399607,europe-west1,europe-west1b,dev,Engineering,Engineering,Customer API,team=Engineering;project=Customer API;environment=dev;department=Engineering,GKE,gcp-eb8b0bb173a5,dev-test-server-036,Container,n2-highcpu-4,23.61,vCPU-hours,23.61,7.74,0.0,USD,3.0421,3.297,0.2549,2026-06-01,2026-06-30
2026-06-26,Azure,38b83f5b-509c-43fb-9eed-a6534d5f2518,southeastasia,southeastasia-az3,staging,Data,Data & Analytics,Data Platform,team=Data;project=Data Platform;environment=staging;department=Data & Analytics,Azure Functions,/subscriptions/f3b14171/vm-912b9ca9,batch-processing-worker-046,Serverless,serverless,3092905.0,requests,0.0,56.27,0.0,USD,139.6604,143.8179,4.1575,2026-06-01,2026-06-30
2026-06-26,AWS,265990327202,eu-central-1,eu-central-1a,test,Marketing,Marketing,Marketing Platform,team=Marketing;project=Marketing Platform;environment=test;department=Marketing,S3,i-1a8d35f941504f1f8,test-integration-db-063,Storage,gp3,427.65,GB-month,6.6,5.83,427.65,USD,0.4341,0.5,0.0659,2026-06-01,2026-06-30
